ID,Orden ID,Fecha_Orden,Fecha_Envío,Modo_Envío,Cliente_ID,Segmento,País,Ciudad,Estado,Codigo_Postal,Region,Producto_ID,Ventas
1676,CA-2016-143077,17/09/2016,21/09/2016,Standard Class,SF-20965,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000088,6.588
1677,CA-2017-122728,18/05/2017,24/05/2017,Standard Class,EB-13930,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10000604,104.28
1678,CA-2017-122728,18/05/2017,24/05/2017,Standard Class,EB-13930,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10004040,17.94
1679,CA-2015-122882,07/09/2015,13/09/2015,Standard Class,SB-20290,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10002344,64.784
1680,CA-2015-122882,07/09/2015,13/09/2015,Standard Class,SB-20290,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003589,32.382
1681,CA-2015-122882,07/09/2015,13/09/2015,Standard Class,SB-20290,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000758,42.368
1682,CA-2015-122882,07/09/2015,13/09/2015,Standard Class,SB-20290,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-MA-10004679,399.54
1683,US-2017-101497,29/09/2017,01/10/2017,Second Class,PS-18760,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000176,18.97
1684,CA-2017-147585,07/11/2017,12/11/2017,Standard Class,CB-12535,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10002597,14.82
1685,CA-2018-149489,24/04/2018,27/04/2018,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002495,99.28
1686,CA-2018-149489,24/04/2018,27/04/2018,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002813,1.188
1687,CA-2018-149489,24/04/2018,27/04/2018,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002414,7.518
1688,CA-2018-143798,10/12/2018,12/12/2018,First Class,AW-10840,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,10.368
1689,CA-2018-143798,10/12/2018,12/12/2018,First Class,AW-10840,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004306,310.88
1690,CA-2015-142839,16/08/2015,20/08/2015,Standard Class,TS-21610,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001539,853.092
1691,CA-2018-129833,09/12/2018,15/12/2018,Standard Class,HF-14995,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-PA-10000575,33.45
1692,CA-2018-129833,09/12/2018,15/12/2018,Standard Class,HF-14995,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004182,10.4
1693,US-2017-154361,14/03/2017,19/03/2017,Standard Class,HZ-14950,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10004020,21.88
1694,US-2017-158708,26/06/2017,29/06/2017,Second Class,AB-10255,Home Office,United States,Plano,Texas,75023,Central,TEC-AC-10003133,13.616
1695,CA-2016-156335,25/09/2016,28/09/2016,Second Class,PO-19195,Home Office,United States,Bayonne,New Jersey,7002,East,TEC-AC-10002006,63.96
1696,CA-2016-156335,25/09/2016,28/09/2016,Second Class,PO-19195,Home Office,United States,Bayonne,New Jersey,7002,East,OFF-BI-10003314,14.46
1697,CA-2016-156335,25/09/2016,28/09/2016,Second Class,PO-19195,Home Office,United States,Bayonne,New Jersey,7002,East,TEC-PH-10002726,104.98
1698,CA-2016-148376,27/12/2016,31/12/2016,Standard Class,AG-10900,Consumer,United States,Los Angeles,California,90008,West,OFF-AP-10000240,106.96
1699,CA-2016-148376,27/12/2016,31/12/2016,Standard Class,AG-10900,Consumer,United States,Los Angeles,California,90008,West,OFF-LA-10002381,21.56
1700,CA-2015-135657,03/06/2015,07/06/2015,Second Class,SC-20725,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10004086,515.88
1701,CA-2016-114069,13/07/2016,15/07/2016,Second Class,ND-18370,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000320,11.808
1702,CA-2016-114069,13/07/2016,15/07/2016,Second Class,ND-18370,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000595,1931.04
1703,CA-2016-114069,13/07/2016,15/07/2016,Second Class,ND-18370,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,9.96
1704,CA-2015-139857,02/02/2015,06/02/2015,Standard Class,CD-12790,Home Office,United States,San Diego,California,92037,West,OFF-FA-10001843,12.35
1705,CA-2017-106306,08/03/2017,08/03/2017,Same Day,PG-18820,Consumer,United States,Glendale,Arizona,85301,West,OFF-BI-10003676,9.702
1706,CA-2016-100545,22/11/2016,26/11/2016,Standard Class,IM-15070,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003638,11.61
1707,CA-2018-123491,30/10/2018,05/11/2018,Standard Class,JK-15205,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10003077,43.86
1708,CA-2018-123491,30/10/2018,05/11/2018,Standard Class,JK-15205,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10003505,148.48
1709,CA-2018-123491,30/10/2018,05/11/2018,Standard Class,JK-15205,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003424,7.42
1710,CA-2018-123491,30/10/2018,05/11/2018,Standard Class,JK-15205,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10003061,71.992
1711,CA-2018-123491,30/10/2018,05/11/2018,Standard Class,JK-15205,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003514,19.9
1712,CA-2018-123491,30/10/2018,05/11/2018,Standard Class,JK-15205,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002684,1702.12
1713,CA-2016-145401,30/01/2016,04/02/2016,Standard Class,JP-15520,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10004405,14.304
1714,US-2018-124968,08/09/2018,13/09/2018,Second Class,MM-18055,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10004289,765.625
1715,CA-2018-104003,07/10/2018,13/10/2018,Standard Class,DC-13285,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10003965,307.666
1716,CA-2017-154788,30/04/2017,04/05/2017,Standard Class,JL-15835,Consumer,United States,New York City,New York,10011,East,OFF-BI-10003314,7.712
1717,CA-2017-169943,19/05/2017,24/05/2017,Standard Class,BN-11515,Consumer,United States,New York City,New York,10011,East,OFF-AP-10001563,242.9
1718,CA-2017-169943,19/05/2017,24/05/2017,Standard Class,BN-11515,Consumer,United States,New York City,New York,10011,East,OFF-ST-10004123,454.9
1719,CA-2017-169943,19/05/2017,24/05/2017,Standard Class,BN-11515,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002088,35.92
1720,CA-2017-169943,19/05/2017,24/05/2017,Standard Class,BN-11515,Consumer,United States,New York City,New York,10011,East,FUR-FU-10000010,39.76
1721,CA-2017-169943,19/05/2017,24/05/2017,Standard Class,BN-11515,Consumer,United States,New York City,New York,10011,East,OFF-BI-10002824,47.744
1722,US-2016-123218,20/12/2016,25/12/2016,Standard Class,KD-16345,Consumer,United States,Chicago,Illinois,60623,Central,TEC-PH-10001061,159.984
1723,US-2016-123218,20/12/2016,25/12/2016,Standard Class,KD-16345,Consumer,United States,Chicago,Illinois,60623,Central,TEC-AC-10000736,255.968
1724,US-2016-123218,20/12/2016,25/12/2016,Standard Class,KD-16345,Consumer,United States,Chicago,Illinois,60623,Central,FUR-BO-10003966,359.058
1725,CA-2016-127453,19/12/2016,20/12/2016,First Class,JK-15370,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10000828,434.352
1726,CA-2016-127453,19/12/2016,20/12/2016,First Class,JK-15370,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002906,3.552
1727,CA-2016-127453,19/12/2016,20/12/2016,First Class,JK-15370,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10003860,88.832
1728,US-2018-164056,29/04/2018,04/05/2018,Second Class,FM-14215,Corporate,United States,Dublin,Ohio,43017,East,FUR-TA-10001307,1048.35
1729,CA-2017-106894,07/02/2017,07/02/2017,Same Day,CA-12265,Consumer,United States,Springfield,Virginia,22153,South,TEC-AC-10003063,100
1730,CA-2017-106894,07/02/2017,07/02/2017,Same Day,CA-12265,Consumer,United States,Springfield,Virginia,22153,South,OFF-LA-10001045,7.83
1731,CA-2015-125136,28/09/2015,03/10/2015,Standard Class,KD-16495,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001457,96.256
1732,CA-2015-125136,28/09/2015,03/10/2015,Standard Class,KD-16495,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001804,10.688
1733,US-2017-131149,10/07/2017,14/07/2017,Standard Class,LH-17155,Consumer,United States,Dallas,Texas,75081,Central,OFF-ST-10000689,338.04
1734,US-2017-131149,10/07/2017,14/07/2017,Standard Class,LH-17155,Consumer,United States,Dallas,Texas,75081,Central,OFF-AR-10002135,154.24
1735,CA-2018-101483,29/07/2018,01/08/2018,Second Class,AG-10675,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AP-10002082,34.848
1736,CA-2018-101483,29/07/2018,01/08/2018,Second Class,AG-10675,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003442,22
1737,CA-2018-101483,29/07/2018,01/08/2018,Second Class,AG-10675,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AR-10002833,4.368
1738,CA-2016-130204,03/09/2016,09/09/2016,Standard Class,DB-13120,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10001325,31.44
1739,CA-2016-130204,03/09/2016,09/09/2016,Standard Class,DB-13120,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003038,17.9
1740,CA-2016-130204,03/09/2016,09/09/2016,Standard Class,DB-13120,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003590,129.45
1741,CA-2015-110527,09/08/2015,16/08/2015,Standard Class,ED-13885,Home Office,United States,San Diego,California,92037,West,OFF-LA-10000262,20.88
1742,CA-2018-152807,30/10/2018,03/11/2018,Standard Class,MC-18100,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004355,20.736
1743,CA-2018-152807,30/10/2018,03/11/2018,Standard Class,MC-18100,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004415,7.168
1744,CA-2018-152807,30/10/2018,03/11/2018,Standard Class,MC-18100,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002486,11.168
1745,CA-2018-152807,30/10/2018,03/11/2018,Standard Class,MC-18100,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001142,442.4
1746,CA-2015-133270,06/06/2015,09/06/2015,First Class,BM-11785,Consumer,United States,Rochester,New York,14609,East,OFF-AR-10002656,13.36
1747,CA-2017-155670,13/08/2017,17/08/2017,Second Class,EM-14065,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000138,11.232
1748,CA-2017-155670,13/08/2017,17/08/2017,Second Class,EM-14065,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004947,10.272
1749,US-2015-157406,25/04/2015,29/04/2015,Standard Class,DA-13450,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10003543,10.368
1750,US-2015-157406,25/04/2015,29/04/2015,Standard Class,DA-13450,Home Office,United States,Houston,Texas,77095,Central,OFF-AR-10002221,6.24
1751,CA-2016-139094,22/11/2016,27/11/2016,Standard Class,MO-17800,Home Office,United States,San Antonio,Texas,78207,Central,FUR-TA-10004607,206.962
1752,CA-2018-168837,14/10/2018,17/10/2018,First Class,JW-15955,Consumer,United States,Oakland,California,94601,West,FUR-FU-10001918,9.46
1753,CA-2018-116715,02/12/2018,05/12/2018,First Class,VW-21775,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10004340,559.62
1754,CA-2018-116715,02/12/2018,05/12/2018,First Class,VW-21775,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10004475,109.92
1755,CA-2018-116715,02/12/2018,05/12/2018,First Class,VW-21775,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003893,8.56
1756,CA-2016-135622,08/12/2016,11/12/2016,Second Class,TT-21460,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-PA-10000100,360.712
1757,CA-2016-135622,08/12/2016,11/12/2016,Second Class,TT-21460,Home Office,United States,Fort Worth,Texas,76106,Central,TEC-PH-10001817,1718.4
1758,US-2016-107349,13/07/2016,15/07/2016,First Class,SL-20155,Home Office,United States,Houston,Texas,77095,Central,OFF-BI-10001765,41.568
1759,CA-2015-139017,11/05/2015,17/05/2015,Standard Class,RM-19375,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10001013,46.864
1760,CA-2015-141817,05/01/2015,12/01/2015,Standard Class,MB-18085,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003478,19.536
1761,CA-2016-130785,05/09/2016,09/09/2016,Standard Class,AG-10900,Consumer,United States,San Diego,California,92105,West,FUR-BO-10000330,411.332
1762,CA-2016-130785,05/09/2016,09/09/2016,Standard Class,AG-10900,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001900,28.752
1763,CA-2016-130785,05/09/2016,09/09/2016,Standard Class,AG-10900,Consumer,United States,San Diego,California,92105,West,FUR-BO-10003159,293.199
1764,CA-2017-110254,04/08/2017,08/08/2017,Standard Class,ML-17755,Home Office,United States,Suffolk,Virginia,23434,South,OFF-SU-10002573,35.06
1765,CA-2017-110254,04/08/2017,08/08/2017,Standard Class,ML-17755,Home Office,United States,Suffolk,Virginia,23434,South,OFF-LA-10004484,4.13
1766,CA-2017-110254,04/08/2017,08/08/2017,Standard Class,ML-17755,Home Office,United States,Suffolk,Virginia,23434,South,FUR-FU-10001591,109.8
1767,CA-2017-110254,04/08/2017,08/08/2017,Standard Class,ML-17755,Home Office,United States,Suffolk,Virginia,23434,South,OFF-LA-10002034,9.82
1768,US-2015-158057,22/03/2015,26/03/2015,Standard Class,CC-12685,Consumer,United States,Greensboro,North Carolina,27405,South,OFF-BI-10004410,7.644
1769,US-2015-158057,22/03/2015,26/03/2015,Standard Class,CC-12685,Consumer,United States,Greensboro,North Carolina,27405,South,OFF-BI-10002735,51.465
1770,CA-2018-146024,02/03/2018,08/03/2018,Standard Class,SC-20770,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10001935,6.976
1771,CA-2018-146024,02/03/2018,08/03/2018,Standard Class,SC-20770,Corporate,United States,Dallas,Texas,75081,Central,OFF-BI-10003291,12.222
1772,CA-2017-129686,27/11/2017,29/11/2017,Second Class,GG-14650,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10004337,97.984
1773,CA-2017-129686,27/11/2017,29/11/2017,Second Class,GG-14650,Corporate,United States,Chicago,Illinois,60623,Central,TEC-AC-10001266,62.4
1774,CA-2015-118976,28/04/2015,03/05/2015,Standard Class,MY-18295,Corporate,United States,Baltimore,Maryland,21215,East,OFF-BI-10001628,20.86
1775,CA-2015-118976,28/04/2015,03/05/2015,Standard Class,MY-18295,Corporate,United States,Baltimore,Maryland,21215,East,OFF-ST-10000877,497.61
1776,CA-2015-118976,28/04/2015,03/05/2015,Standard Class,MY-18295,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10004752,5.34
1777,CA-2015-118976,28/04/2015,03/05/2015,Standard Class,MY-18295,Corporate,United States,Baltimore,Maryland,21215,East,OFF-LA-10000452,3.15
1778,CA-2016-105347,24/11/2016,28/11/2016,Standard Class,DP-13000,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000675,368.91
1779,CA-2016-105347,24/11/2016,28/11/2016,Standard Class,DP-13000,Consumer,United States,Los Angeles,California,90004,West,OFF-AR-10003045,14.7
1780,CA-2017-124667,11/11/2017,16/11/2017,Standard Class,BD-11770,Consumer,United States,New York City,New York,10011,East,TEC-AC-10003447,59.97
1781,CA-2017-124667,11/11/2017,16/11/2017,Standard Class,BD-11770,Consumer,United States,New York City,New York,10011,East,OFF-ST-10002276,83.36
1782,CA-2016-111094,09/07/2016,13/07/2016,Standard Class,CB-12535,Corporate,United States,Franklin,Massachusetts,2038,East,OFF-PA-10001609,6.58
1783,CA-2016-111094,09/07/2016,13/07/2016,Standard Class,CB-12535,Corporate,United States,Franklin,Massachusetts,2038,East,OFF-BI-10001597,122.94
1784,CA-2018-166317,22/09/2018,26/09/2018,Standard Class,JE-15610,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10004475,219.84
1785,CA-2018-166317,22/09/2018,26/09/2018,Standard Class,JE-15610,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10004510,98.16
1786,CA-2018-166317,22/09/2018,26/09/2018,Standard Class,JE-15610,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10002976,33.04
1787,CA-2018-166317,22/09/2018,26/09/2018,Standard Class,JE-15610,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10001615,86.97
1788,CA-2016-154326,15/02/2016,19/02/2016,Standard Class,RP-19855,Corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10001819,134.97
1789,CA-2016-154326,15/02/2016,19/02/2016,Standard Class,RP-19855,Corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10000560,699.98
1790,CA-2016-154326,15/02/2016,19/02/2016,Standard Class,RP-19855,Corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-AC-10004568,139.95
1791,CA-2015-102008,30/09/2015,04/10/2015,Standard Class,RA-19915,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004092,48.94
1792,CA-2015-120474,01/12/2015,03/12/2015,First Class,RP-19390,Consumer,United States,Madison,Wisconsin,53711,Central,FUR-CH-10001854,2807.84
1793,CA-2015-120474,01/12/2015,03/12/2015,First Class,RP-19390,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-AR-10000475,46.64
1794,CA-2015-104773,08/12/2015,13/12/2015,Standard Class,TB-21175,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000777,60.416
1795,CA-2017-140774,05/09/2017,10/09/2017,Standard Class,BE-11455,Home Office,United States,Olathe,Kansas,66062,Central,OFF-AR-10004022,107.94
1796,US-2018-139465,27/08/2018,30/08/2018,First Class,MR-17545,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002352,63.84
1797,US-2018-139465,27/08/2018,30/08/2018,First Class,MR-17545,Home Office,United States,New York City,New York,10024,East,TEC-PH-10000455,347.97
1798,US-2018-139465,27/08/2018,30/08/2018,First Class,MR-17545,Home Office,United States,New York City,New York,10024,East,OFF-BI-10003910,37.008
1799,CA-2017-100965,07/07/2017,11/07/2017,Standard Class,RM-19375,Consumer,United States,San Jose,California,95123,West,FUR-FU-10003039,215.65
1800,CA-2017-121034,08/08/2017,10/08/2017,Second Class,JF-15565,Consumer,United States,Dallas,Texas,75081,Central,OFF-FA-10000585,11.168
1801,CA-2017-121034,08/08/2017,10/08/2017,Second Class,JF-15565,Consumer,United States,Dallas,Texas,75081,Central,OFF-PA-10001994,53.952
1802,CA-2017-149461,13/11/2017,19/11/2017,Standard Class,AS-10135,Home Office,United States,Auburn,Washington,98002,West,FUR-FU-10004270,4.18
1803,CA-2018-158379,22/09/2018,26/09/2018,Second Class,JA-15970,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10002498,5.607
1804,CA-2018-158379,22/09/2018,26/09/2018,Second Class,JA-15970,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10002881,4663.736
1805,CA-2018-158379,22/09/2018,26/09/2018,Second Class,JA-15970,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10002926,79.984
1806,US-2017-116729,25/12/2017,28/12/2017,First Class,GK-14620,Corporate,United States,Los Angeles,California,90049,West,TEC-PH-10002200,2575.944
1807,US-2017-116729,25/12/2017,28/12/2017,First Class,GK-14620,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10002005,45.36
1808,US-2017-116729,25/12/2017,28/12/2017,First Class,GK-14620,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10001465,254.24
1809,CA-2017-164938,11/02/2017,13/02/2017,First Class,PB-19210,Corporate,United States,Tulsa,Oklahoma,74133,Central,TEC-PH-10004897,69.93
1810,CA-2017-165484,23/10/2017,29/10/2017,Standard Class,HK-14890,Corporate,United States,Chicago,Illinois,60610,Central,FUR-FU-10001196,16.156
1811,CA-2017-165484,23/10/2017,29/10/2017,Standard Class,HK-14890,Corporate,United States,Chicago,Illinois,60610,Central,OFF-PA-10000595,54.816
1812,CA-2015-132612,09/06/2015,11/06/2015,Second Class,FO-14305,Consumer,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10004534,1441.3
1813,US-2018-161193,20/11/2018,26/11/2018,Standard Class,BT-11680,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10001861,77.6
1814,US-2018-161193,20/11/2018,26/11/2018,Standard Class,BT-11680,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10000206,4.656
1815,CA-2016-131597,14/09/2016,18/09/2016,Standard Class,SP-20620,Corporate,United States,Los Angeles,California,90045,West,FUR-TA-10002607,170.136
1816,CA-2016-164833,04/06/2016,04/06/2016,Same Day,LL-16840,Consumer,United States,Seattle,Washington,98105,West,OFF-LA-10000443,7.38
1817,CA-2016-164833,04/06/2016,04/06/2016,Same Day,LL-16840,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10004685,9.26
1818,CA-2016-125423,13/12/2016,15/12/2016,Second Class,MC-17575,Consumer,United States,Los Angeles,California,90036,West,OFF-LA-10001771,9.96
1819,US-2015-130379,25/05/2015,29/05/2015,Standard Class,JL-15235,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-10001394,75.6
1820,US-2015-130379,25/05/2015,29/05/2015,Standard Class,JL-15235,Consumer,United States,Chicago,Illinois,60623,Central,FUR-FU-10002553,29.32
1821,CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10004233,92.064
1822,CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035,Corporate,United States,Chicago,Illinois,60623,Central,OFF-FA-10000304,6.976
1823,CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035,Corporate,United States,Chicago,Illinois,60623,Central,FUR-CH-10004754,62.958
1824,CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-10000809,5.184
1825,CA-2017-167507,22/12/2017,28/12/2017,Standard Class,SA-20830,Consumer,United States,Redmond,Oregon,97756,West,OFF-BI-10003694,31.32
1826,CA-2017-167507,22/12/2017,28/12/2017,Standard Class,SA-20830,Consumer,United States,Redmond,Oregon,97756,West,FUR-FU-10001935,11.84
1827,CA-2017-167507,22/12/2017,28/12/2017,Standard Class,SA-20830,Consumer,United States,Redmond,Oregon,97756,West,FUR-FU-10002878,22.784
1828,CA-2017-109344,08/02/2017,11/02/2017,Second Class,CH-12070,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10002624,1127.976
1829,US-2016-140851,13/07/2016,15/07/2016,Second Class,ND-18460,Corporate,United States,Macon,Georgia,31204,South,OFF-PA-10000019,38.88
1830,CA-2015-103373,18/05/2015,24/05/2015,Standard Class,BS-11755,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10002885,779.796
1831,CA-2018-145884,21/10/2018,21/10/2018,Same Day,SL-20155,Home Office,United States,Muskogee,Oklahoma,74403,Central,TEC-PH-10000895,1439.92
1832,CA-2018-145884,21/10/2018,21/10/2018,Same Day,SL-20155,Home Office,United States,Muskogee,Oklahoma,74403,Central,FUR-TA-10002356,262.11
1833,CA-2016-131422,05/11/2016,09/11/2016,Standard Class,GB-14530,Corporate,United States,Monroe,North Carolina,28110,South,FUR-CH-10001270,207
1834,CA-2018-162691,01/08/2018,07/08/2018,Standard Class,AS-10045,Corporate,United States,Austin,Texas,78745,Central,TEC-MA-10000488,1439.982
1835,CA-2018-162691,01/08/2018,07/08/2018,Standard Class,AS-10045,Corporate,United States,Austin,Texas,78745,Central,OFF-PA-10003729,36.288
1836,CA-2015-141278,21/06/2015,24/06/2015,First Class,RM-19375,Consumer,United States,Meriden,Connecticut,6450,East,OFF-AR-10003056,21.4
1837,CA-2018-122693,19/02/2018,21/02/2018,Second Class,NH-18610,Corporate,United States,Roswell,Georgia,30076,South,OFF-AP-10002518,1245.86
1838,CA-2015-117345,01/08/2015,05/08/2015,Standard Class,BF-10975,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-LA-10000240,17.544
1839,CA-2015-117345,01/08/2015,05/08/2015,Standard Class,BF-10975,Corporate,United States,Charlotte,North Carolina,28205,South,FUR-FU-10000629,44.128
1840,CA-2015-117345,01/08/2015,05/08/2015,Standard Class,BF-10975,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-AP-10001005,62.92
1841,CA-2015-117345,01/08/2015,05/08/2015,Standard Class,BF-10975,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002377,78.304
1842,CA-2017-157763,18/07/2017,23/07/2017,Standard Class,KH-16330,Corporate,United States,Bowling Green,Kentucky,42104,South,FUR-CH-10000988,140.81
1843,CA-2016-135391,09/02/2016,11/02/2016,Second Class,FA-14230,Corporate,United States,San Antonio,Texas,78207,Central,OFF-LA-10001074,40.096
1844,CA-2016-135391,09/02/2016,11/02/2016,Second Class,FA-14230,Corporate,United States,San Antonio,Texas,78207,Central,FUR-FU-10001986,40.784
1845,US-2018-113852,29/07/2018,02/08/2018,Standard Class,GW-14605,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10003027,90.57
1846,US-2018-158512,12/01/2018,17/01/2018,Second Class,DA-13450,Home Office,United States,Washington,District of Columbia,20016,East,OFF-PA-10001804,40.08
1847,US-2018-158512,12/01/2018,17/01/2018,Second Class,DA-13450,Home Office,United States,Washington,District of Columbia,20016,East,FUR-FU-10004973,37.68
1848,CA-2018-128370,10/09/2018,10/09/2018,Same Day,FH-14275,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002602,362.352
1849,CA-2018-128370,10/09/2018,10/09/2018,Same Day,FH-14275,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10004140,7.184
1850,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Consumer,United States,South Bend,Indiana,46614,Central,OFF-ST-10000464,34.76
1851,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Consumer,United States,South Bend,Indiana,46614,Central,TEC-AC-10002253,831.2
1852,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Consumer,United States,South Bend,Indiana,46614,Central,OFF-PA-10000528,26.4
1853,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Consumer,United States,South Bend,Indiana,46614,Central,OFF-EN-10000483,106.75
1854,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Consumer,United States,South Bend,Indiana,46614,Central,OFF-PA-10003129,97.82
1855,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Consumer,United States,South Bend,Indiana,46614,Central,OFF-ST-10003442,141.4
1856,CA-2015-114643,13/06/2015,17/06/2015,Standard Class,FM-14215,Corporate,United States,Los Angeles,California,90032,West,OFF-AR-10003631,14.52
1857,US-2018-158218,12/05/2018,15/05/2018,Second Class,AC-10420,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000563,127.92
1858,US-2018-158218,12/05/2018,15/05/2018,Second Class,AC-10420,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10002133,34.24
